RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
9246,15681316,Tai,681.0,france,FEMALE,41.0,0,120549.29,2,Yes,No,175722.31,N0,No,5,SILVR,257
9247,15682523,Chigozie,762.0,france,M,20.0,1,139432.55,1,Yes,Yes,85606.83,N0,No,5, Gold ,415
9248,15650244,vokurzeB,543.0, spain ,M,29.0,7,80895.44,2,Yes,No,64945.57,N0,No,1,diamond,841
9249,15648638,Chia,629.0, spain ,M,34.0,6,0.0,2,Yes,No,190347.72,N0,No,3,diamond,741
9250,15795747,Sheppard,787.0, spain ,FEMALE,39.0,7,171646.76,1,No,Yes,100791.36,N0,No,4, Gold ,318
9251,15607330,Vasilyev,713.0, spain ,M,42.0,0,109121.71,1,No,Yes,167873.49,N0,No,5, Gold ,872
9252,15624013,Maxwell,541.0,france,FEMALE,39.0,6,109844.81,1,Yes,No,25289.23,N0,No,4,diamond,884
9253,15800805,Maher,451.0,france,FEMALE,31.0,7,140931.82,1,No,Yes,20388.77,N0,No,5,Platinum,458
9254,15667321,Cocci,644.0, spain ,M,49.0,10,0.0,2,Yes,Yes,145089.64,N0,No,4,SILVR,511
9255,15601116,P'an,686.0,france,M,32.0,6,0.0,2,Yes,Yes,179093.26,N0,No,2,diamond,510
9256,15622033,Rapuluchukwu,,GERMANY,FEMALE,41.0,3,101543.51,4,Yes,No,16025.17,Yess,Yes,4,Platinum,924
9257,15758451,Azuka,765.0,GERMANY,M,799.0,7,102708.77,1,Yes,No,9087.81,N0,No,4,Platinum,597
9258,15688689,Esposito,678.0,GERMANY,FEMALE,37.0,8,149000.91,2,Yes,Yes,21472.42,N0,No,5,diamond,257
9259,15652674,Hou,539.0,france,M,20.0,0,83459.86,1,Yes,Yes,146752.67,N0,No,4,diamond,814
9260,15806327,Cyril,800.0,france,FEMALE,40.0,3,75893.11,2,Yes,No,132562.23,N0,No,5,Platinum,513
9261,15649618,Tomlinson,799.0,GERMANY,FEMALE,39.0,7,167395.6,2,No,Yes,139537.43,N0,No,2,Platinum,908
9262,15677117,Crawford,629.0,france,FEMALE,61.0,6,0.0,2,Yes,Yes,133672.61,N0,No,5, Gold ,803
9263,15751445,Chikwado,734.0,GERMANY,FEMALE,52.0,6,71283.09,2,No,Yes,38984.37,N0,No,1,SILVR,618
9264,15749669,Hargreaves,542.0,france,FEMALE,31.0,3,0.0,2,Yes,Yes,115217.59,N0,No,1,diamond,945
9265,15656351,Laidley,799.0, spain ,M,60.0,3,0.0,2,Yes,Yes,93844.82,N0,No,5,diamond,315
9266,15667438,Ferguson,675.0,france,FEMALE,38.0,1,104016.88,1,No,No,22068.83,Yess,Yes,1,diamond,917
9267,15682273,Burns,683.0,france,FEMALE,38.0,5,127616.56,1,Yes,No,123846.07,N0,No,4,Platinum,806
9268,15580912,McNeill,748.0,france,M,32.0,5,154737.88,2,Yes,Yes,172638.13,N0,No,2,Platinum,486
9269,15785183,Chukwuebuka,596.0, spain ,M,29.0,2,0.0,2,Yes,Yes,1591.19,N0,No,2,diamond,224
9270,15705383,Shen,642.0,france,M,35.0,4,125476.31,1,Yes,Yes,91775.51,N0,No,4,Platinum,467
9271,15712903,Diaz,,france,FEMALE,21.0,3,176511.08,1,Yes,Yes,153920.22,N0,No,5,diamond,753
9272,15774285,Kentish,649.0, spain ,FEMALE,19.0,8,110783.28,1,Yes,Yes,71420.16,N0,No,3,Platinum,768
9273,15583138,essreP,739.0,france,M,42.0,2,141642.92,2,Yes,No,172149.76,N0,No,2,diamond,271
9274,15740160,Okwukwe,616.0,france,M,31.0,1,0.0,2,Yes,Yes,54706.75,N0,No,3,diamond,852
9275,15793425,Watt,560.0, spain ,FEMALE,33.0,9,0.0,1,No,Yes,183358.21,N0,No,1,diamond,531
9276,15749265,Carslaw,427.0,GERMANY,M,42.0,1,75681.52,1,Yes,Yes,57098.0,N0,No,5,SILVR,418
9277,15623989,Griffin,435.0,france,M,54.0,3,0.0,1,Yes,No,156910.46,Yess,Yes,4,SILVR,832
9278,15604832,Hsia,633.0,france,M,29.0,7,0.0,1,Yes,Yes,130224.73,N0,No,4,diamond,660
9279,15584580,Fyodorova,443.0,france,M,35.0,6,,1,No,No,13946.66,N0,No,5,SILVR,765
9280,15573854,Chukwujekwu,727.0,france,M,62.0,5,0.0,2,No,Yes,38652.96,N0,No,5, Gold ,599
9281,15614847,Townsend,674.0,france,FEMALE,45.0,6,72494.69,1,No,Yes,140041.78,N0,No,3,diamond,839
9282,15679966,Marsh,661.0,france,FEMALE,31.0,3,133964.3,1,Yes,Yes,166187.1,N0,No,2,Platinum,508
9283,15799435,Hayes,619.0, spain ,M,34.0,1,0.0,1,Yes,No,139919.38,N0,No,5, Gold ,524
9284,15752186,Padovano,562.0,france,FEMALE,27.0,3,0.0,2,Yes,No,28137.03,N0,No,1, Gold ,942
9285,15705544,Ma,633.0,france,M,61.0,3,157201.48,1,No,Yes,50368.63,N0,No,1,Platinum,343
9286,15713632,Ham,551.0, spain ,FEMALE,48.0,5,95679.29,1,No,No,94978.1,N0,No,1,diamond,815
9287,15586523,Paten,720.0,GERMANY,FEMALE,29.0,7,799.0,1,Yes,Yes,69903.93,Yess,Yes,1,SILVR,747
9288,15609176,Cawthorne,688.0,france,FEMALE,32.0,5,355.0,2,No,Yes,177607.77,N0,No,2,SILVR,864
9289,15769308,Herbert,635.0,GERMANY,FEMALE,36.0,9,81231.85,2,Yes,No,196731.08,N0,No,3, Gold ,839
9290,15676810,Jen,561.0,france,FEMALE,31.0,1,81480.27,2,Yes,Yes,65234.6,N0,No,1,diamond,666
9291,15634591,Saunders,850.0,france,M,33.0,8,73059.38,1,Yes,Yes,186281.0,N0,No,5,Platinum,430
9292,15679804,Esquivel,636.0,france,M,36.0,5,117559.05,2,Yes,Yes,111573.3,N0,No,4,SILVR,302
9293,15677764,Chao,461.0,GERMANY,FEMALE,74.0,1,186445.31,2,Yes,Yes,196767.83,N0,No,3, Gold ,885
9294,15571917,Eluemuno,771.0,GERMANY,FEMALE,38.0,5,137657.71,2,Yes,No,72985.61,N0,No,3, Gold ,378
9295,15574608,Sidorova,713.0,france,M,36.0,8,133889.35,1,Yes,Yes,143265.65,N0,No,1,SILVR,357
9296,15740868,Pirogova,658.0,GERMANY,FEMALE,45.0,9,134562.8,1,Yes,Yes,159268.67,N0,No,5,diamond,528
9297,15702442,Benson,586.0,GERMANY,FEMALE,56.0,9,100781.75,2,Yes,Yes,54448.41,N0,No,3,Platinum,877
9298,15699797,Santana,737.0,france,M,30.0,8,174356.13,1,No,No,31928.5,N0,No,5,Platinum,403
9299,15648047,Williamson,799.0,GERMANY,M,27.0,5,190125.43,2,No,No,21793.59,N0,No,2,diamond,788
9300,15766826,North,824.0,france,M,26.0,7,146266.0,1,Yes,No,21903.62,Yess,Yes,2, Gold ,867
9301,15591628,Davies,701.0,GERMANY,M,41.0,9,164046.1,1,Yes,No,49405.93,N0,No,5,SILVR,568
9302,15583857,Siciliano,623.0, spain ,FEMALE,43.0,4,123536.52,2,No,No,154908.52,N0,No,5, Gold ,408
9303,15752534,Mironov,744.0,france,M,36.0,10,0.0,2,Yes,Yes,182867.84,N0,No,5,SILVR,799.0
9304,15741403,Amechi,698.0, spain ,FEMALE,38.0,1,38.0,1,No,No,16957.45,N0,No,5,Platinum,806
9305,15783589,Toscano,616.0,france,M,40.0,9,0.0,2,No,No,93717.55,N0,No,1,SILVR,752
9306,15598046,Su,662.0,france,FEMALE,39.0,5,139562.05,2,Yes,No,61636.22,N0,No,4,Platinum,871
9307,15643330,Chukwuemeka,594.0,france,M,37.0,2,0.0,2,No,Yes,95864.5,N0,No,4,diamond,303
9308,15680405,P'eng,685.0,france,M,40.0,2,168001.34,2,Yes,Yes,167400.29,N0,No,2, Gold ,272
9309,15728683,Lombardo,742.0,france,M,27.0,0,0.0,2,No,Yes,131534.96,N0,No,1, Gold ,905
9310,15621644,Lombardi,678.0,GERMANY,M,83.0,6,123356.63,1,No,Yes,92934.41,N0,No,4,diamond,753
9311,15733032,Butler,651.0, spain ,M,47.0,2,0.0,2,Yes,Yes,119808.64,N0,No,5,Platinum,758
9312,15608381,Dean,585.0,GERMANY,M,50.0,2,125845.66,1,Yes,No,9439.31,Yess,Yes,1,Platinum,767
9313,15658946,Piccio,579.0,GERMANY,M,40.0,10,45408.85,2,Yes,No,18732.91,N0,No,5,Platinum,696
9314,15757912,Bradley,722.0,GERMANY,FEMALE,37.0,0,125977.81,1,No,No,160162.42,N0,No,2, Gold ,983
9315,15645371,Cameron,613.0,GERMANY,FEMALE,51.0,7,147262.11,1,Yes,Yes,53630.9,Yess,Yes,1,SILVR,669
9316,15653110,Chan,694.0,france,M,42.0,8,133767.19,1,Yes,No,36405.21,N0,No,1,diamond,241
9317,15766355,Lettiere,550.0,GERMANY,M,49.0,0,108806.96,3,Yes,No,61446.92,Yess,Yes,5,SILVR,431
9318,15585249,Mironova,741.0,france,M,42.0,6,106036.52,1,Yes,No,194686.78,Yess,Yes,4,diamond,927
9319,15611786,Tsui,543.0, spain ,FEMALE,69.0,9,0.0,1,No,Yes,134483.07,N0,No,5,Platinum,397
9320,15575486,Okoli,529.0,france,FEMALE,27.0,1,0.0,2,Yes,Yes,37769.98,N0,No,5,Platinum,333
9321,15780215,Berry,636.0,france,M,31.0,6,0.0,2,Yes,Yes,2382.61,N0,No,3,SILVR,875
9322,15686099,Ruse,563.0, spain ,M,61.0,1,82182.1,1,Yes,No,106826.92,Yess,Yes,1, Gold ,401
9323,15739042,Bogolyubov,767.0,france,FEMALE,35.0,9,,2,Yes,No,39511.61,N0,No,1,diamond,981
9324,15815316,Kennedy,644.0,france,M,50.0,9,76817.0,4,Yes,No,196371.13,Yess,Yes,4,Platinum,381
9325,15778489,Bolton,780.0,GERMANY,M,71.0,9,142550.25,2,Yes,Yes,122506.78,N0,No,1,Platinum,408
9326,15786389,Chuang,635.0, spain ,FEMALE,41.0,10,0.0,2,Yes,Yes,61994.2,N0,No,5,Platinum,883
9327,15601787,Greco,641.0,GERMANY,M,35.0,2,103711.56,1,No,Yes,192464.21,Yess,Yes,2,Platinum,267
9328,15624715,Ma,38.0, spain ,FEMALE,40.0,2,0.0,1,Yes,Yes,5194.95,N0,No,2,SILVR,678
9329,15763093,Nucci,540.0,GERMANY,FEMALE,35.0,7,128369.75,2,Yes,No,198256.15,N0,No,2,Platinum,38.0
9330,15572073,Yao,663.0, spain ,M,35.0,5,0.0,2,Yes,Yes,62634.94,N0,No,5,SILVR,252
9331,15780256,Palfreyman,630.0,france,M,34.0,9,0.0,2,Yes,Yes,114006.35,N0,No,5,diamond,348
9332,15659305,Webster,605.0,GERMANY,M,19.0,8,166133.28,1,Yes,Yes,107994.99,N0,No,5,diamond,870
9333,15638882,Cardell,710.0,GERMANY,FEMALE,62.0,9,148214.36,1,Yes,No,48571.14,Yess,Yes,4,diamond,485
9334,15714680,Bianchi,755.0,france,FEMALE,78.0,5,121206.96,1,Yes,Yes,76016.49,N0,No,5,Platinum,554
9335,15777217,Somadina,641.0, spain ,M,25.0,10,0.0,2,Yes,Yes,180808.39,N0,No,4,diamond,586
9336,15739123,Mellor,737.0,GERMANY,M,50.0,4,127552.85,2,Yes,No,4225.11,N0,No,2,diamond,555
9337,15594450,Tomlinson,695.0,france,M,49.0,9,159458.53,1,Yes,No,135841.35,N0,No,5, Gold ,360
9338,15797751,Pai,466.0,GERMANY,FEMALE,47.0,5,102085.72,1,Yes,Yes,183536.24,Yess,Yes,2, Gold ,692
9339,15691543,Lennox,558.0,GERMANY,M,58.0,2,142537.18,1,Yes,Yes,88791.83,N0,No,3,diamond,799.0
9340,15722845,Meldrum,665.0, spain ,M,29.0,1,182781.74,2,Yes,Yes,63732.9,N0,No,4, Gold ,943
9341,15605804,Watson,737.0,france,M,45.0,10,0.0,2,Yes,No,1364.54,N0,No,5, Gold ,531
9342,15702061,Findlay,654.0,france,M,29.0,7,0.0,2,Yes,Yes,149184.15,N0,No,3, Gold ,795
9343,15694321,Su,619.0,france,FEMALE,28.0,3,0.0,2,Yes,No,53394.12,N0,No,3,Platinum,543.0
9344,15798749,Davidson,845.0,GERMANY,FEMALE,43.0,3,152063.59,2,Yes,No,97910.06,N0,No,1,diamond,443
9345,15720050,Barrett,727.0,france,FEMALE,28.0,2,110997.76,1,Yes,No,101433.76,N0,No,2,diamond,935
9346,15758048,Miah,582.0,france,M,50.0,2,148942.0,1,Yes,Yes,116944.3,N0,No,1,Platinum,612
9347,15805681,Chamberlain,716.0,france,M,41.0,9,0.0,1,Yes,Yes,113267.48,N0,No,1,SILVR,237
9348,15802809,Vidal,660.0, spain ,FEMALE,36.0,0,84438.57,1,Yes,Yes,181449.51,N0,No,4,diamond,699
9349,15807239,Lung,38.0,france,FEMALE,34.0,7,93920.47,1,No,No,179913.98,N0,No,1,Platinum,503
9350,15749093,Tretyakova,801.0,france,M,43.0,4,158713.08,2,No,No,98586.14,N0,No,2,SILVR,224
9351,15689344,Montgomery,615.0, spain ,M,42.0,4,0.0,3,No,Yes,120321.09,N0,No,5,Platinum,757
9352,15606076,Golubev,718.0,GERMANY,M,799.0,7,123204.88,1,Yes,Yes,100538.8,N0,No,1,SILVR,831
9353,15610090,Han,667.0,france,M,40.0,8,72945.29,2,Yes,No,98931.5,N0,No,3,SILVR,616
9354,15693926,Pan,670.0, spain ,M,37.0,0,178742.71,1,Yes,Yes,194493.57,N0,No,3,diamond,345
9355,15791501,Carroll,590.0,france,M,43.0,8,0.0,2,Yes,Yes,143628.31,N0,No,2,SILVR,363
9356,15621870,Hawkins,739.0, spain ,FEMALE,40.0,8,0.0,1,Yes,No,167030.51,N0,No,5,Platinum,836
9357,15734711,Loggia,373.0,france,M,42.0,7,0.0,1,Yes,No,77786.37,Yess,Yes,3, Gold ,986
9358,15814405,Chesnokova,418.0,france,FEMALE,46.0,9,0.0,1,Yes,Yes,81014.5,Yess,Yes,2, Gold ,768
9359,15729359,Chambers,837.0,france,FEMALE,29.0,9,0.0,2,Yes,Yes,41866.26,N0,No,4,SILVR,374
9360,15606944,Fleming,645.0,GERMANY,M,43.0,9,140121.17,1,Yes,No,11302.7,Yess,Yes,1,diamond,752
9361,15671934,Veale,552.0,GERMANY,M,39.0,2,132906.88,1,No,Yes,149384.43,N0,No,2,SILVR,718
9362,15641773,Browne,580.0,GERMANY,M,45.0,2,179334.83,2,Yes,Yes,799.0,N0,No,5,SILVR,928
9363,15701972,Parsons,684.0,france,M,35.0,3,137179.39,1,Yes,Yes,37264.11,N0,No,5,diamond,799.0
9364,15749114,Bailey,634.0, spain ,M,35.0,3,0.0,2,Yes,Yes,19515.48,N0,No,2,SILVR,332
9365,15780362,Ferrari,607.0,france,FEMALE,49.0,9,119960.29,2,Yes,No,103068.22,N0,No,2,Platinum,768
9366,15753229,Genovese,802.0,france,M,29.0,9,127414.55,1,Yes,Yes,134459.12,N0,No,2, Gold ,944
9367,15656009,McIntyre,736.0,france,FEMALE,36.0,6,0.0,1,Yes,No,70496.66,N0,No,2, Gold ,978
9368,15785024,Warner,629.0,france,FEMALE,40.0,9,137409.19,1,Yes,No,175877.7,Yess,Yes,4,diamond,877
9369,15670492,Gordon,737.0,france,M,28.0,8,0.0,2,Yes,No,106390.01,N0,No,2,SILVR,934
9370,15795458,McMillan,718.0, spain ,FEMALE,39.0,2,0.0,1,Yes,Yes,52138.49,N0,No,2,Platinum,431
9371,15732438,Cheng,561.0,france,M,43.0,4,0.0,4,No,No,18522.91,Yess,Yes,1, Gold ,320
9372,15781987,Akhtar,641.0,france,M,31.0,9,112494.99,1,Yes,Yes,32231.6,N0,No,4, Gold ,565
9373,15775826,Iadanza,677.0,france,M,30.0,1,78133.15,1,No,Yes,174225.88,N0,No,5,Platinum,926
9374,15807457,Abernathy,641.0, spain ,FEMALE,36.0,1,0.0,2,Yes,No,102021.39,N0,No,2, Gold ,262
9375,15632538,Watson,658.0, spain ,FEMALE,32.0,5,145553.07,1,Yes,Yes,31484.76,N0,No,5,diamond,528
9376,15641389,Shen,659.0,GERMANY,M,48.0,4,123593.22,2,Yes,No,82469.06,Yess,Yes,1,Platinum,291
9377,15657306,Kershaw,567.0,france,FEMALE,47.0,2,0.0,1,No,No,110900.43,Yess,Yes,5,diamond,545
9378,15709447,Reed,584.0,france,FEMALE,26.0,0,146286.22,1,Yes,No,105105.35,N0,No,1,SILVR,256
9379,15762682,Mitchell,709.0, spain ,FEMALE,35.0,1,111827.27,2,Yes,No,12674.68,N0,No,3,diamond,716
9380,15626042,Webb,690.0, spain ,FEMALE,26.0,2,0.0,2,Yes,Yes,93255.85,N0,No,3, Gold ,568
9381,15597109,Vanzetti,627.0,france,M,70.0,1,94416.78,1,No,Yes,145299.5,N0,No,2,diamond,784
9382,15756148,Nnanna,765.0, spain ,M,45.0,2,91549.78,1,Yes,Yes,47139.44,N0,No,3,Platinum,926
9383,15665634,Campbell,645.0,france,FEMALE,101.0,7,59568.57,1,Yes,Yes,167723.25,N0,No,3, Gold ,902
9384,15739997,Capon,716.0,france,FEMALE,23.0,2,355.0,2,No,Yes,185900.88,N0,No,5,Platinum,351
9385,15686242,Otutodilichukwu,771.0,france,FEMALE,57.0,4,0.0,1,No,No,85876.67,Yess,Yes,4,SILVR,652
9386,15759244,Boone,687.0,GERMANY,M,44.0,8,95368.14,2,Yes,Yes,1787.85,N0,No,3, Gold ,619
9387,15672027,McIntyre,717.0,GERMANY,FEMALE,33.0,10,102185.42,2,Yes,No,23231.93,N0,No,3, Gold ,390
9388,15594576,Zhdanov,524.0,france,M,262.0,1,144875.71,1,No,No,187740.04,N0,No,1,diamond,606
9389,15707138,Nagy,679.0, spain ,M,39.0,5,0.0,2,Yes,Yes,100060.54,N0,No,1,Platinum,338
9390,15756954,Lombardo,538.0,france,FEMALE,32.0,2,0.0,1,Yes,Yes,80130.54,N0,No,3,Platinum,559
9391,15619130,Simpson,752.0,GERMANY,FEMALE,37.0,5,113291.05,2,Yes,Yes,132467.54,N0,No,1,SILVR,264
9392,15639665,Herbert,846.0, spain ,M,61.0,0,0.0,2,Yes,Yes,96202.44,N0,No,1,Platinum,292
9393,15571065,Lehr,532.0, spain ,FEMALE,39.0,0,0.0,2,Yes,No,94977.3,N0,No,1,Platinum,
9394,15686060,Chou,670.0,GERMANY,M,43.0,9,111677.88,1,Yes,No,178827.3,Yess,Yes,3, Gold ,597
9395,15615753,Upchurch,597.0,GERMANY,FEMALE,35.0,8,131101.04,1,Yes,Yes,38.0,N0,No,3,SILVR,758
9396,15800961,Ugorji,627.0,GERMANY,M,52.0,1,76101.81,2,No,Yes,177238.35,N0,No,4,Platinum,364
9397,15763065,Palerma,700.0, spain ,FEMALE,40.0,2,0.0,2,Yes,No,199753.97,N0,No,5,SILVR,654
9398,15672467,Coles,766.0,france,FEMALE,52.0,7,799.0,2,No,Yes,66193.61,N0,No,5,diamond,839
9399,15752915,Hsueh,488.0,france,FEMALE,34.0,2,0.0,2,Yes,Yes,181270.84,N0,No,2,Platinum,557
9400,15744695,Tu,355.0,france,M,39.0,5,543.0,1,Yes,Yes,25407.59,N0,No,3, Gold ,350
9401,15584897,Kuo,639.0,france,FEMALE,31.0,3,98360.03,1,No,No,20973.8,N0,No,4,Platinum,607
9402,15601857,esuohdooW,705.0,GERMANY,FEMALE,262.0,4,115518.07,1,No,No,76544.9,Yess,Yes,3,Platinum,576
9403,15674156,Tretiakova,810.0,GERMANY,M,69.0,3,27288.43,1,Yes,Yes,110509.9,N0,No,3,SILVR,618
9404,15695465,Gibson,638.0,france,FEMALE,36.0,6,0.0,1,Yes,No,164247.51,N0,No,4,diamond,932
9405,15792232,Moss,595.0, spain ,FEMALE,43.0,5,355.0,2,No,No,105149.8,N0,No,1,SILVR,430
9406,15807900,ezenihC,575.0,france,M,36.0,7,0.0,1,Yes,Yes,55868.97,Yess,Yes,4, Gold ,689
9407,15743760,Davidson,850.0,france,M,799.0,6,131996.66,2,Yes,Yes,178747.43,N0,No,4,SILVR,655
9408,15652835,Liang,419.0, spain ,FEMALE,27.0,2,121580.42,1,No,Yes,134720.51,N0,No,5,diamond,851
9409,15767818,Graham,640.0,france,M,55.0,10,38.0,1,Yes,No,978.66,N0,No,3,Platinum,890
9410,15591150,Nwebube,570.0, spain ,M,34.0,10,0.0,2,No,Yes,183387.12,N0,No,4,SILVR,568
9411,15734659,Sozonov,640.0,GERMANY,FEMALE,46.0,5,107978.4,2,Yes,No,155876.06,N0,No,3,Platinum,279
9412,15796115,Forbes,689.0,GERMANY,FEMALE,40.0,4,78119.59,4,Yes,No,119259.34,Yess,Yes,3,Platinum,608
9413,15724648,Chikezie,725.0,france,M,26.0,6,98684.15,1,No,No,133720.57,N0,No,1,SILVR,796
9414,15737732,Onwuemelie,751.0,france,FEMALE,44.0,10,0.0,2,Yes,No,355.0,N0,No,1,SILVR,283
9415,15632280,Toth,544.0, spain ,FEMALE,53.0,9,0.0,1,Yes,No,125692.07,Yess,Yes,4,diamond,262.0
9416,15750407,Hunt,768.0,GERMANY,FEMALE,43.0,2,129264.05,2,No,No,19150.14,N0,No,3,SILVR,343
9417,15795370,Mazure,648.0,GERMANY,M,37.0,6,131753.41,1,Yes,No,,N0,No,5,SILVR,849
9418,15656829,Hughes,, spain ,FEMALE,33.0,6,0.0,2,Yes,No,57975.8,N0,No,2,Platinum,893
9419,15643794,Bennett,639.0, spain ,FEMALE,27.0,2,0.0,1,Yes,Yes,82938.99,N0,No,4, Gold ,520
9420,15798605,Tien,686.0,GERMANY,M,26.0,1,57422.62,1,Yes,Yes,79189.4,N0,No,1,SILVR,612
9421,15637324,Kay,657.0,france,FEMALE,28.0,7,0.0,2,No,Yes,5177.62,N0,No,5,SILVR,352
9422,15589589,Bryan,613.0,france,M,34.0,5,144094.2,1,Yes,No,44510.26,N0,No,4,diamond,902
9423,15778936,Ingamells,701.0,france,M,33.0,9,147510.34,1,Yes,No,190611.92,N0,No,5,diamond,228
9424,15757385,Milne,578.0, spain ,FEMALE,28.0,8,161592.76,1,Yes,No,177834.79,N0,No,2, Gold ,336
9425,15666200,Lombardo,689.0,france,FEMALE,40.0,1,0.0,2,Yes,Yes,119446.64,N0,No,4,SILVR,501
9426,15683977,Owens,687.0, spain ,FEMALE,72.0,4,262.0,2,Yes,Yes,50267.69,N0,No,3, Gold ,595
9427,15675518,Charlton,19.0, spain ,FEMALE,53.0,1,75225.53,2,No,No,144849.1,Yess,Yes,4,SILVR,424
9428,15584812,Overby,693.0, spain ,FEMALE,39.0,0,0.0,2,No,No,81901.6,N0,No,1,SILVR,450
9429,15752984,Chifley,737.0,france,FEMALE,70.0,9,87542.89,2,Yes,Yes,42576.86,N0,No,4,diamond,631
9430,15577913,Oliver,651.0,france,FEMALE,32.0,8,144581.96,1,Yes,Yes,87609.5,N0,No,1,SILVR,853
9431,15591980,Hill,753.0,france,M,33.0,5,122568.05,2,Yes,Yes,82820.85,N0,No,4, Gold ,491
9432,15598948,DeRose,523.0, spain ,FEMALE,24.0,5,172231.93,1,No,Yes,155144.12,N0,No,5, Gold ,557
9433,15574142,Chuang,799.0,GERMANY,FEMALE,28.0,2,171932.26,2,Yes,Yes,9578.24,N0,No,4, Gold ,582
9434,15582903,Edwards,643.0,france,M,39.0,7,799.0,2,Yes,Yes,170392.59,N0,No,3,Platinum,677
9435,15733229,Rodriguez,638.0, spain ,FEMALE,34.0,7,0.0,2,No,No,3946.29,N0,No,2,Platinum,504
9436,15635752,Lo,685.0,GERMANY,M,38.0,4,111798.06,2,Yes,Yes,102184.66,N0,No,2,SILVR,416
9437,15771000,Powell,684.0,france,M,38.0,4,0.0,3,Yes,No,75609.84,N0,No,2,diamond,379
9438,15804864,Chu,670.0,france,FEMALE,27.0,5,79336.61,1,Yes,Yes,26170.08,N0,No,5,diamond,245
9439,15641175,Munro,701.0,GERMANY,M,63.0,3,120916.52,3,No,No,144727.45,Yess,Yes,1,diamond,566
9440,15692226,Onwumelu,705.0,france,FEMALE,31.0,3,142905.51,1,Yes,Yes,58134.97,N0,No,4,SILVR,551
9441,15584156,Siciliani,593.0, spain ,M,27.0,10,101.0,3,No,No,94620.0,Yess,Yes,2,Platinum,401
9442,15702656,Yobachi,651.0,france,FEMALE,33.0,1,96834.78,1,Yes,No,108764.69,N0,No,4, Gold ,804
9443,15606552,Akabueze,741.0,france,M,37.0,9,105261.76,2,Yes,Yes,149503.54,N0,No,1,Platinum,523
9444,15687001,Chiemenam,596.0,GERMANY,M,54.0,1,123544.0,1,Yes,Yes,120314.75,Yess,Yes,3,diamond,600
9445,15781903,Odinakachukwu,581.0,GERMANY,M,41.0,2,101.0,2,Yes,Yes,44205.95,N0,No,2,SILVR,503
9446,15731951,Reilly,689.0, spain ,FEMALE,28.0,5,95328.6,1,Yes,No,6129.61,Yess,Yes,3, Gold ,230
9447,15580953,Forbes,544.0,france,M,30.0,4,,1,No,Yes,126796.69,N0,No,2,SILVR,846
9448,15810390,idamA,718.0,france,FEMALE,41.0,1,0.0,2,No,Yes,27509.52,Yess,Yes,4,Platinum,982
9449,15628274,Ferri,583.0,GERMANY,M,35.0,8,149995.72,2,Yes,No,42143.55,N0,No,1,Platinum,540
9450,15615444,Y?an,663.0,GERMANY,M,28.0,8,123674.28,2,Yes,Yes,87985.2,N0,No,1,SILVR,925
9451,15784010,Williamson,666.0,GERMANY,M,33.0,2,124125.26,1,Yes,No,81884.8,N0,No,4,SILVR,459
9452,15571586,Briggs,524.0, spain ,M,29.0,3,159035.45,1,Yes,No,2705.31,Yess,Yes,4, Gold ,580
9453,15748616,Napolitani,599.0,france,M,27.0,5,0.0,2,Yes,No,30546.4,N0,No,3,SILVR,259
9454,15769402,Carpenter,667.0,france,M,27.0,7,156811.74,1,Yes,Yes,149402.59,N0,No,4,Platinum,277
9455,15739248,Lin,727.0,france,M,52.0,4,0.0,2,Yes,Yes,118429.02,N0,No,1,SILVR,647
9456,15603481,Robinson,689.0, spain ,FEMALE,55.0,4,0.0,2,Yes,Yes,58442.25,N0,No,2,Platinum,977
9457,15723604,Collins,639.0,france,M,39.0,6,38.0,1,Yes,No,30414.17,N0,No,5,SILVR,399
9458,15797822,Kingsley,678.0,france,M,28.0,2,38.0,1,Yes,Yes,58814.41,N0,No,2, Gold ,433
9459,15665064,Harvey,784.5,france,M,36.0,8,158351.02,2,Yes,No,155304.53,N0,No,1,SILVR,486
9460,15640580,Obiora,650.0,france,FEMALE,47.0,9,0.0,1,Yes,No,187943.6,N0,No,4,diamond,600
9461,15581089,Knight,744.0, spain ,M,35.0,7,0.0,2,Yes,Yes,,N0,No,5,SILVR,101.0
9462,15728605,Hung,697.0,france,M,40.0,4,0.0,2,No,Yes,26543.28,N0,No,4, Gold ,360
9463,15737385,Curtis,800.0, spain ,FEMALE,46.0,6,0.0,2,Yes,No,171928.04,N0,No,2,SILVR,471
9464,15714789,Perez,664.0,france,M,24.0,7,0.0,1,No,Yes,35611.35,N0,No,2, Gold ,607
9465,15786035,Gosnell,1110.0,france,M,39.0,9,0.0,2,Yes,No,19047.23,N0,No,3,diamond,993
9466,15815259,Fang,835.0,france,FEMALE,56.0,2,0.0,2,Yes,Yes,39820.13,N0,No,5,Platinum,625
9467,15592716,Clarke,559.0,france,M,52.0,2,0.0,1,Yes,No,129013.59,Yess,Yes,3,diamond,899
9468,15734850,Milanesi,676.0, spain ,M,36.0,1,82729.49,1,Yes,No,113810.12,N0,No,5, Gold ,868
9469,15638047,Chia,,GERMANY,FEMALE,45.0,9,355.0,2,Yes,No,34749.65,N0,No,3,SILVR,647
